"","subject","task","block","display","screen","rt","response","correct","correctResponse","T1.pie","T1.reward","T1.fractalInfo","T1.fractalOut","trial"
"526","4",1,"L","T1Trial","Outcome","595","right",1,"right","pie23.png",1,"f0.png","f0.png",94
"527","4",1,"L","T1Trial","Outcome","555.7","left",1,"left","pie0.png",0,"f0.png","f7.png",95
"528","4",1,"L","T1Trial","Outcome","571.7","left",1,"left","pie13.png",0,"f2.png","f6.png",96
"529","4",1,"L","T1Trial","Outcome","511.6","right",1,"right","pie23.png",0,"f0.png","f0.png",97
"530","4",1,"L","T1Trial","Outcome","649.5","right",1,"right","pie0.png",0,"f0.png","f7.png",98
"531","4",1,"L","T1Trial","Outcome","584","right",1,"right","pie13.png",1,"f2.png","f5.png",99
"532","4",1,"L","T1Trial","Outcome","621.9","right",1,"right","pie0.png",0,"f0.png","f7.png",100
"533","4",1,"L","T1Trial","Outcome","576.5","left",1,"left","pie23.png",0,"f0.png","f0.png",101
"534","4",1,"L","T1Trial","Outcome","576.5","left",1,"left","pie23.png",1,"f0.png","f0.png",102
"535","4",1,"L","T1Trial","Outcome","677.7","right",1,"right","pie13.png",0,"f2.png","f6.png",103
"536","4",1,"L","T1Trial","Outcome","654.9","right",1,"right","pie0.png",0,"f0.png","f7.png",104
"537","4",1,"L","T1Trial","Outcome","605.3","left",1,"left","pie0.png",0,"f0.png","f7.png",105
"538","4",1,"L","T1Trial","Outcome","639.3","right",1,"right","pie0.png",0,"f0.png","f7.png",106
"539","4",1,"L","T1Trial","Outcome","568.4","left",1,"left","pie13.png",1,"f2.png","f5.png",107
"540","4",1,"L","T1Trial","Outcome","535.7","left",1,"left","pie23.png",1,"f0.png","f0.png",108
"541","4",1,"L","T1Trial","Outcome","621.2","left",1,"left","pie23.png",1,"f0.png","f0.png",109
"542","4",1,"L","T1Trial","Outcome","580.9","right",1,"right","pie0.png",0,"f0.png","f7.png",110
"543","4",1,"L","T1Trial","Outcome","681.7","right",1,"right","pie13.png",0,"f2.png","f6.png",111
"544","4",1,"L","T1Trial","Outcome","1146.8","left",1,"left","pie13.png",1,"f2.png","f5.png",112
"545","4",1,"L","T1Trial","Outcome","601.3","left",1,"left","pie0.png",0,"f0.png","f7.png",113
"546","4",1,"L","T1Trial","Outcome","723.3","right",1,"right","pie13.png",0,"f2.png","f6.png",114
"547","4",1,"L","T1Trial","Outcome","536.8","left",1,"left","pie23.png",1,"f0.png","f0.png",115
"548","4",1,"L","T1Trial","Outcome","644.1","right",1,"right","pie0.png",0,"f0.png","f7.png",116
"549","4",1,"L","T1Trial","Outcome","526.3","right",1,"right","pie0.png",0,"f0.png","f7.png",117
"550","4",1,"L","T1Trial","Outcome","616.4","right",1,"right","pie23.png",1,"f0.png","f0.png",118
"551","4",1,"L","T1Trial","Outcome","544.8","right",1,"right","pie13.png",1,"f2.png","f5.png",119
"552","4",1,"L","T1Trial","Outcome","616.3","right",1,"right","pie13.png",0,"f2.png","f6.png",120
"553","4",1,"L","T1Trial","Outcome","558.9","left",1,"left","pie0.png",0,"f0.png","f7.png",121
"554","4",1,"L","T1Trial","Outcome","598.9","left",1,"left","pie0.png",0,"f0.png","f7.png",122
"555","4",1,"L","T1Trial","Outcome","661.7","right",1,"right","pie23.png",1,"f0.png","f0.png",123
"556","4",1,"L","T1Trial","Outcome","589.3","left",1,"left","pie0.png",0,"f0.png","f7.png",124
"557","4",1,"L","T1Trial","Outcome","632.6","left",1,"left","pie23.png",1,"f0.png","f0.png",125
"558","4",1,"L","T1Trial","Outcome","531.4","right",1,"right","pie23.png",1,"f0.png","f0.png",126
"559","4",1,"L","T1Trial","Outcome","520.1","left",1,"left","pie23.png",1,"f0.png","f0.png",127
"560","4",1,"L","T1Trial","Outcome","642.5","right",1,"right","pie0.png",0,"f0.png","f7.png",128
"561","4",1,"L","T1Trial","Outcome","665.1","right",1,"right","pie0.png",0,"f0.png","f7.png",129
"562","4",1,"L","T1Trial","Outcome","584.7","right",1,"right","pie13.png",0,"f2.png","f6.png",130
"563","4",1,"L","T1Trial","Outcome","545.4","right",1,"right","pie13.png",0,"f2.png","f6.png",131
"564","4",1,"L","T1Trial","Outcome","540.6","right",1,"right","pie0.png",0,"f0.png","f7.png",132
"565","4",1,"L","T1Trial","Outcome","515.1","right",1,"right","pie13.png",1,"f2.png","f5.png",133
"566","4",1,"L","T1Trial","Outcome","587.7","left",1,"left","pie23.png",0,"f0.png","f0.png",134
"567","4",1,"L","T1Trial","Outcome","526.3","left",1,"left","pie23.png",1,"f0.png","f0.png",135
"568","4",1,"L","T1Trial","Outcome","511.2","right",1,"right","pie23.png",1,"f0.png","f0.png",136
"569","4",1,"L","T1Trial","Outcome","550","right",1,"right","pie13.png",0,"f2.png","f6.png",137
"570","4",1,"L","T1Trial","Outcome","527.2","left",1,"left","pie23.png",0,"f0.png","f0.png",138
"571","4",1,"L","T1Trial","Outcome","653.9","left",1,"left","pie0.png",0,"f0.png","f7.png",139
"572","4",1,"L","T1Trial","Outcome","542.8","right",1,"right","pie23.png",0,"f0.png","f0.png",140
"573","4",1,"L","T1Trial","Outcome","766.8","right",1,"right","pie0.png",0,"f0.png","f7.png",141
"574","4",1,"L","T1Trial","Outcome","568.7","left",1,"left","pie13.png",1,"f2.png","f5.png",142
"575","4",1,"L","T1Trial","Outcome","673.2","left",1,"left","pie13.png",0,"f2.png","f6.png",143
"576","4",1,"L","T1Trial","Outcome","497.5","right",1,"right","pie0.png",0,"f0.png","f7.png",144
"577","5",1,"H","T1Trial","Outcome","499.8","right",1,"right","pie1.png",1,"f3.png","f7.png",1
"578","5",1,"H","T1Trial","Outcome","420.4","right",1,"right","pie23.png",1,"f0.png","f0.png",2
"579","5",1,"H","T1Trial","Outcome","466.8","right",1,"right","pie1.png",1,"f3.png","f7.png",3
"580","5",1,"H","T1Trial","Outcome","442.5","left",1,"left","pie1.png",1,"f3.png","f7.png",4
"581","5",1,"H","T1Trial","Outcome","544.1","right",1,"right","pie13.png",0,"f2.png","f4.png",5
"582","5",1,"H","T1Trial","Outcome","482.5","right",1,"right","pie23.png",0,"f0.png","f0.png",6
"583","5",1,"H","T1Trial","Outcome","471.2","right",1,"right","pie1.png",1,"f3.png","f7.png",7
"584","5",1,"H","T1Trial","Outcome","465.4","left",1,"left","pie23.png",0,"f0.png","f0.png",8
"585","5",1,"H","T1Trial","Outcome","371.3","left",1,"left","pie23.png",0,"f0.png","f0.png",9
"586","5",1,"H","T1Trial","Outcome","407.7","right",1,"right","pie1.png",1,"f3.png","f7.png",10
"587","5",1,"H","T1Trial","Outcome","674.4","left",1,"left","pie13.png",0,"f2.png","f4.png",11
"588","5",1,"H","T1Trial","Outcome","401.8","left",1,"left","pie13.png",0,"f2.png","f4.png",12
"589","5",1,"H","T1Trial","Outcome","546.4","left",1,"left","pie23.png",1,"f0.png","f0.png",13
"590","5",1,"H","T1Trial","Outcome","498","right",1,"right","pie23.png",0,"f0.png","f0.png",14
"591","5",1,"H","T1Trial","Outcome","555.4","left",0,"right","pie13.png",0,"f2.png","f4.png",15
"592","5",1,"H","T1Trial","Outcome","627","right",1,"right","pie13.png",0,"f2.png","f4.png",16
"593","5",1,"H","T1Trial","Outcome","537.5","left",1,"left","pie13.png",1,"f2.png","f6.png",17
"594","5",1,"H","T1Trial","Outcome","556.4","left",1,"left","pie23.png",1,"f0.png","f0.png",18
"595","5",1,"H","T1Trial","Outcome","703.4","right",1,"right","pie13.png",0,"f2.png","f4.png",19
"596","5",1,"H","T1Trial","Outcome","542.1","right",1,"right","pie1.png",1,"f3.png","f7.png",20
"597","5",1,"H","T1Trial","Outcome","503.7","left",1,"left","pie13.png",0,"f2.png","f4.png",21
"598","5",1,"H","T1Trial","Outcome","433.1","right",1,"right","pie13.png",0,"f2.png","f4.png",22
"599","5",1,"H","T1Trial","Outcome","442","left",1,"left","pie1.png",1,"f3.png","f7.png",23
"600","5",1,"H","T1Trial","Outcome","409.9","left",1,"left","pie1.png",1,"f3.png","f7.png",24
"601","5",1,"H","T1Trial","Outcome","526.8","left",1,"left","pie23.png",1,"f0.png","f0.png",25
"602","5",1,"H","T1Trial","Outcome","355.7","right",1,"right","pie1.png",1,"f3.png","f7.png",26
"603","5",1,"H","T1Trial","Outcome","419.8","left",1,"left","pie13.png",0,"f2.png","f4.png",27
"604","5",1,"H","T1Trial","Outcome","432.1","right",1,"right","pie23.png",0,"f0.png","f0.png",28
"605","5",1,"H","T1Trial","Outcome","311.3","left",0,"right","pie1.png",1,"f3.png","f7.png",29
"606","5",1,"H","T1Trial","Outcome","478.8","right",1,"right","pie23.png",1,"f0.png","f0.png",30
"607","5",1,"H","T1Trial","Outcome","456.1","right",1,"right","pie13.png",0,"f2.png","f4.png",31
"608","5",1,"H","T1Trial","Outcome","596.5","right",1,"right","pie13.png",0,"f2.png","f4.png",32
"609","5",1,"H","T1Trial","Outcome","519.2","right",1,"right","pie13.png",1,"f2.png","f6.png",33
"610","5",1,"H","T1Trial","Outcome","479.7","left",1,"left","pie1.png",1,"f3.png","f7.png",34
"611","5",1,"H","T1Trial","Outcome","456.4","left",1,"left","pie23.png",1,"f0.png","f0.png",35
"612","5",1,"H","T1Trial","Outcome","390.5","right",1,"right","pie23.png",0,"f0.png","f0.png",36
"613","5",1,"H","T1Trial","Outcome","435.5","right",1,"right","pie13.png",1,"f2.png","f6.png",37
"614","5",1,"H","T1Trial","Outcome","573.4","left",1,"left","pie13.png",0,"f2.png","f4.png",38
"615","5",1,"H","T1Trial","Outcome","410.7","right",1,"right","pie13.png",1,"f2.png","f6.png",39
"616","5",1,"H","T1Trial","Outcome","391.8","right",1,"right","pie23.png",1,"f0.png","f0.png",40
"617","5",1,"H","T1Trial","Outcome","438.1","left",1,"left","pie1.png",1,"f3.png","f7.png",41
"618","5",1,"H","T1Trial","Outcome","393","right",1,"right","pie23.png",1,"f0.png","f0.png",42
"619","5",1,"H","T1Trial","Outcome","416.8","right",1,"right","pie1.png",1,"f3.png","f7.png",43
"620","5",1,"H","T1Trial","Outcome","391.3","right",1,"right","pie1.png",1,"f3.png","f7.png",44
"621","5",1,"H","T1Trial","Outcome","435.2","left",1,"left","pie1.png",1,"f3.png","f7.png",45
"622","5",1,"H","T1Trial","Outcome","430.8","left",1,"left","pie1.png",1,"f3.png","f7.png",46
"623","5",1,"H","T1Trial","Outcome","469.3","left",1,"left","pie1.png",1,"f3.png","f7.png",47
"624","5",1,"H","T1Trial","Outcome","422.3","right",1,"right","pie1.png",1,"f3.png","f7.png",48
"625","5",1,"H","T1Trial","Outcome","389.4","right",1,"right","pie1.png",1,"f3.png","f7.png",49
"626","5",1,"H","T1Trial","Outcome","426.9","left",1,"left","pie13.png",1,"f2.png","f6.png",50
"627","5",1,"H","T1Trial","Outcome","451.7","right",1,"right","pie1.png",1,"f3.png","f7.png",51
"628","5",1,"H","T1Trial","Outcome","461.8","right",1,"right","pie23.png",1,"f0.png","f0.png",52
"629","5",1,"H","T1Trial","Outcome","417.4","right",1,"right","pie23.png",1,"f0.png","f0.png",53
"630","5",1,"H","T1Trial","Outcome","476.7","right",1,"right","pie23.png",0,"f0.png","f0.png",54
"631","5",1,"H","T1Trial","Outcome","436.3","right",1,"right","pie13.png",1,"f2.png","f6.png",55
"632","5",1,"H","T1Trial","Outcome","423.7","right",1,"right","pie13.png",1,"f2.png","f6.png",56
"633","5",1,"H","T1Trial","Outcome","487.9","right",1,"right","pie1.png",1,"f3.png","f7.png",57
"634","5",1,"H","T1Trial","Outcome","556.5","left",1,"left","pie13.png",0,"f2.png","f4.png",58
"635","5",1,"H","T1Trial","Outcome","376","left",1,"left","pie23.png",1,"f0.png","f0.png",59
"636","5",1,"H","T1Trial","Outcome","403.4","right",1,"right","pie1.png",1,"f3.png","f7.png",60
"637","5",1,"H","T1Trial","Outcome","425.5","right",1,"right","pie23.png",1,"f0.png","f0.png",61
"638","5",1,"H","T1Trial","Outcome","401.7","left",1,"left","pie23.png",1,"f0.png","f0.png",62
"639","5",1,"H","T1Trial","Outcome","407.8","left",1,"left","pie13.png",1,"f2.png","f6.png",63
"640","5",1,"H","T1Trial","Outcome","613.9","left",1,"left","pie23.png",1,"f0.png","f0.png",64
"641","5",1,"H","T1Trial","Outcome","441.8","left",1,"left","pie23.png",1,"f0.png","f0.png",65
"642","5",1,"H","T1Trial","Outcome","396.4","right",1,"right","pie1.png",1,"f3.png","f7.png",66
"643","5",1,"H","T1Trial","Outcome","550.6","left",1,"left","pie23.png",0,"f0.png","f0.png",67
"644","5",1,"H","T1Trial","Outcome","480.3","left",0,"right","pie13.png",0,"f2.png","f4.png",68
"645","5",1,"H","T1Trial","Outcome","532.7","right",1,"right","pie13.png",0,"f2.png","f4.png",69
"646","5",1,"H","T1Trial","Outcome","848.1","right",1,"right","pie13.png",0,"f2.png","f4.png",70
"647","5",1,"H","T1Trial","Outcome","504","left",1,"left","pie1.png",1,"f3.png","f7.png",71
"648","5",1,"H","T1Trial","Outcome","439.5","right",1,"right","pie23.png",1,"f0.png","f0.png",72
"649","5",1,"L","T1Trial","Outcome","425.7","left",1,"left","pie13.png",1,"f1.png","f6.png",73
"650","5",1,"L","T1Trial","Outcome","429.7","right",1,"right","pie23.png",1,"f0.png","f0.png",74
"651","5",1,"L","T1Trial","Outcome","419.5","right",1,"right","pie23.png",1,"f0.png","f0.png",75
"652","5",1,"L","T1Trial","Outcome","416.7","left",1,"left","pie23.png",1,"f0.png","f0.png",76
"653","5",1,"L","T1Trial","Outcome","453.7","left",1,"left","pie0.png",0,"f0.png","f5.png",77
"654","5",1,"L","T1Trial","Outcome","394.7","right",1,"right","pie13.png",1,"f1.png","f6.png",78
"655","5",1,"L","T1Trial","Outcome","420.6","right",1,"right","pie23.png",1,"f0.png","f0.png",79
"656","5",1,"L","T1Trial","Outcome","394.2","right",1,"right","pie13.png",0,"f1.png","f4.png",80
"657","5",1,"L","T1Trial","Outcome","405.3","right",1,"right","pie23.png",1,"f0.png","f0.png",81
"658","5",1,"L","T1Trial","Outcome","602.8","left",1,"left","pie23.png",0,"f0.png","f0.png",82
"659","5",1,"L","T1Trial","Outcome","379.9","right",1,"right","pie13.png",1,"f1.png","f6.png",83
"660","5",1,"L","T1Trial","Outcome","377.4","left",1,"left","pie23.png",1,"f0.png","f0.png",84
"661","5",1,"L","T1Trial","Outcome","371.2","right",1,"right","pie23.png",1,"f0.png","f0.png",85
"662","5",1,"L","T1Trial","Outcome","339.8","left",1,"left","pie23.png",0,"f0.png","f0.png",86
"663","5",1,"L","T1Trial","Outcome","457.4","right",1,"right","pie23.png",0,"f0.png","f0.png",87
"664","5",1,"L","T1Trial","Outcome","360.5","left",1,"left","pie23.png",1,"f0.png","f0.png",88
"665","5",1,"L","T1Trial","Outcome","615.2","right",1,"right","pie0.png",0,"f0.png","f5.png",89
"666","5",1,"L","T1Trial","Outcome","518.1","left",1,"left","pie13.png",0,"f1.png","f4.png",90
"667","5",1,"L","T1Trial","Outcome","382.7","right",1,"right","pie0.png",0,"f0.png","f5.png",91
"668","5",1,"L","T1Trial","Outcome","423.7","left",1,"left","pie13.png",1,"f1.png","f6.png",92
"669","5",1,"L","T1Trial","Outcome","589","right",1,"right","pie13.png",0,"f1.png","f4.png",93
"670","5",1,"L","T1Trial","Outcome","402.4","left",1,"left","pie0.png",0,"f0.png","f5.png",94
"671","5",1,"L","T1Trial","Outcome","366.4","left",1,"left","pie0.png",0,"f0.png","f5.png",95
"672","5",1,"L","T1Trial","Outcome","398.3","left",1,"left","pie0.png",0,"f0.png","f5.png",96
"673","5",1,"L","T1Trial","Outcome","427.1","right",1,"right","pie0.png",0,"f0.png","f5.png",97
"674","5",1,"L","T1Trial","Outcome","361","left",1,"left","pie23.png",1,"f0.png","f0.png",98
"675","5",1,"L","T1Trial","Outcome","374.2","right",1,"right","pie13.png",0,"f1.png","f4.png",99
"676","5",1,"L","T1Trial","Outcome","481.9","right",1,"right","pie23.png",0,"f0.png","f0.png",100
"677","5",1,"L","T1Trial","Outcome","390.4","right",1,"right","pie23.png",1,"f0.png","f0.png",101
"678","5",1,"L","T1Trial","Outcome","423","right",1,"right","pie23.png",1,"f0.png","f0.png",102
"679","5",1,"L","T1Trial","Outcome","377.5","right",1,"right","pie23.png",1,"f0.png","f0.png",103
"680","5",1,"L","T1Trial","Outcome","448.9","left",1,"left","pie13.png",1,"f1.png","f6.png",104
"681","5",1,"L","T1Trial","Outcome","418.1","right",1,"right","pie23.png",0,"f0.png","f0.png",105
"682","5",1,"L","T1Trial","Outcome","383.5","left",1,"left","pie0.png",0,"f0.png","f5.png",106
"683","5",1,"L","T1Trial","Outcome","453","left",1,"left","pie13.png",0,"f1.png","f4.png",107
"684","5",1,"L","T1Trial","Outcome","475.5","left",1,"left","pie13.png",1,"f1.png","f6.png",108
"685","5",1,"L","T1Trial","Outcome","766","right",1,"right","pie0.png",0,"f0.png","f5.png",109
"686","5",1,"L","T1Trial","Outcome","381.4","left",1,"left","pie0.png",0,"f0.png","f5.png",110
"687","5",1,"L","T1Trial","Outcome","378.8","right",1,"right","pie0.png",0,"f0.png","f5.png",111
"688","5",1,"L","T1Trial","Outcome","414.8","left",1,"left","pie13.png",0,"f1.png","f4.png",112
"689","5",1,"L","T1Trial","Outcome","438.2","left",1,"left","pie0.png",0,"f0.png","f5.png",113
"690","5",1,"L","T1Trial","Outcome","344.2","left",1,"left","pie13.png",0,"f1.png","f4.png",114
"691","5",1,"L","T1Trial","Outcome","450.5","left",1,"left","pie23.png",1,"f0.png","f0.png",115
"692","5",1,"L","T1Trial","Outcome","392.9","left",1,"left","pie0.png",0,"f0.png","f5.png",116
"693","5",1,"L","T1Trial","Outcome","382.3","right",1,"right","pie0.png",0,"f0.png","f5.png",117
"694","5",1,"L","T1Trial","Outcome","403.2","left",1,"left","pie23.png",1,"f0.png","f0.png",118
"695","5",1,"L","T1Trial","Outcome","636","left",1,"left","pie0.png",0,"f0.png","f5.png",119
"696","5",1,"L","T1Trial","Outcome","412.6","left",1,"left","pie23.png",1,"f0.png","f0.png",120
"697","5",1,"L","T1Trial","Outcome","471.9","left",1,"left","pie0.png",0,"f0.png","f5.png",121
"698","5",1,"L","T1Trial","Outcome","411.6","left",1,"left","pie13.png",0,"f1.png","f4.png",122
"699","5",1,"L","T1Trial","Outcome","403.3","right",1,"right","pie23.png",0,"f0.png","f0.png",123
"700","5",1,"L","T1Trial","Outcome","427.4","left",1,"left","pie0.png",0,"f0.png","f5.png",124
"701","5",1,"L","T1Trial","Outcome","447.1","left",1,"left","pie13.png",0,"f1.png","f4.png",125
"702","5",1,"L","T1Trial","Outcome","651.7","right",1,"right","pie0.png",0,"f0.png","f5.png",126
"703","5",1,"L","T1Trial","Outcome","522.4","right",1,"right","pie0.png",0,"f0.png","f5.png",127
"704","5",1,"L","T1Trial","Outcome","408.4","right",1,"right","pie23.png",0,"f0.png","f0.png",128
"705","5",1,"L","T1Trial","Outcome","487.4","right",1,"right","pie13.png",0,"f1.png","f4.png",129
"706","5",1,"L","T1Trial","Outcome","504.3","right",1,"right","pie0.png",0,"f0.png","f5.png",130
"707","5",1,"L","T1Trial","Outcome","613.6","left",1,"left","pie0.png",0,"f0.png","f5.png",131
"708","5",1,"L","T1Trial","Outcome","447.3","left",1,"left","pie13.png",0,"f1.png","f4.png",132
"709","5",1,"L","T1Trial","Outcome","477.9","left",1,"left","pie13.png",1,"f1.png","f6.png",133
"710","5",1,"L","T1Trial","Outcome","432.8","left",1,"left","pie0.png",0,"f0.png","f5.png",134
"711","5",1,"L","T1Trial","Outcome","384.3","left",1,"left","pie13.png",0,"f1.png","f4.png",135
"712","5",1,"L","T1Trial","Outcome","568.5","left",1,"left","pie0.png",0,"f0.png","f5.png",136
"713","5",1,"L","T1Trial","Outcome","350.2","left",1,"left","pie13.png",0,"f1.png","f4.png",137
"714","5",1,"L","T1Trial","Outcome","400.1","right",1,"right","pie13.png",0,"f1.png","f4.png",138
"715","5",1,"L","T1Trial","Outcome","458.1","right",1,"right","pie0.png",0,"f0.png","f5.png",139
"716","5",1,"L","T1Trial","Outcome","613.4","right",1,"right","pie23.png",1,"f0.png","f0.png",140
"717","5",1,"L","T1Trial","Outcome","457.8","left",1,"left","pie13.png",0,"f1.png","f4.png",141
"718","5",1,"L","T1Trial","Outcome","457.9","left",1,"left","pie13.png",0,"f1.png","f4.png",142
"719","5",1,"L","T1Trial","Outcome","464.1","right",1,"right","pie13.png",1,"f1.png","f6.png",143
"720","5",1,"L","T1Trial","Outcome","503.5","left",1,"left","pie23.png",0,"f0.png","f0.png",144
"721","6",1,"H","T1Trial","Outcome","519.5","right",1,"right","pie23.png",0,"f0.png","f0.png",1
"722","6",1,"H","T1Trial","Outcome","822.5999999","right",1,"right","pie1.png",1,"f2.png","f5.png",2
"723","6",1,"H","T1Trial","Outcome","776.5","right",1,"right","pie13.png",1,"f3.png","f7.png",3
"724","6",1,"H","T1Trial","Outcome","735.3","right",1,"right","pie13.png",0,"f3.png","f4.png",4
"725","6",1,"H","T1Trial","Outcome","580.3999999","right",1,"right","pie1.png",1,"f2.png","f5.png",5
"726","6",1,"H","T1Trial","Outcome","579.8","right",1,"right","pie23.png",1,"f0.png","f0.png",6
"727","6",1,"H","T1Trial","Outcome","630.1000001","left",1,"left","pie1.png",1,"f2.png","f5.png",7
"728","6",1,"H","T1Trial","Outcome","1703.3","left",1,"left","pie23.png",1,"f0.png","f0.png",8
"729","6",1,"H","T1Trial","Outcome","403.3","left",1,"left","pie13.png",0,"f3.png","f4.png",9
"730","6",1,"H","T1Trial","Outcome","454.6000001","left",1,"left","pie13.png",0,"f3.png","f4.png",10
"731","6",1,"H","T1Trial","Outcome","436.5","right",1,"right","pie13.png",0,"f3.png","f4.png",11
"732","6",1,"H","T1Trial","Outcome","453.8000002","left",1,"left","pie23.png",0,"f0.png","f0.png",12
"733","6",1,"H","T1Trial","Outcome","659.8","right",1,"right","pie13.png",0,"f3.png","f4.png",13
"734","6",1,"H","T1Trial","Outcome","580.9000001","right",1,"right","pie23.png",1,"f0.png","f0.png",14
"735","6",1,"H","T1Trial","Outcome","594.1999998","right",1,"right","pie1.png",1,"f2.png","f5.png",15
"736","6",1,"H","T1Trial","Outcome","565.0999999","right",1,"right","pie13.png",0,"f3.png","f4.png",16
"737","6",1,"H","T1Trial","Outcome","1830.8","right",1,"right","pie23.png",1,"f0.png","f0.png",17
"738","6",1,"H","T1Trial","Outcome","465.3000002","left",1,"left","pie1.png",1,"f2.png","f5.png",18
"739","6",1,"H","T1Trial","Outcome","485.3","left",1,"left","pie1.png",1,"f2.png","f5.png",19
"740","6",1,"H","T1Trial","Outcome","422.3","left",1,"left","pie1.png",1,"f2.png","f5.png",20
"741","6",1,"H","T1Trial","Outcome","576.9000001","right",1,"right","pie1.png",1,"f2.png","f5.png",21
"742","6",1,"H","T1Trial","Outcome","588","left",1,"left","pie13.png",0,"f3.png","f4.png",22
"743","6",1,"H","T1Trial","Outcome","504.5","left",1,"left","pie1.png",1,"f2.png","f5.png",23
"744","6",1,"H","T1Trial","Outcome","575.6000001","right",1,"right","pie23.png",0,"f0.png","f0.png",24
"745","6",1,"H","T1Trial","Outcome","592.2","left",1,"left","pie23.png",1,"f0.png","f0.png",25
"746","6",1,"H","T1Trial","Outcome","677.5","right",1,"right","pie1.png",1,"f2.png","f5.png",26
"747","6",1,"H","T1Trial","Outcome","1607.4","left",1,"left","pie13.png",0,"f3.png","f4.png",27
"748","6",1,"H","T1Trial","Outcome","599.1000001","right",1,"right","pie13.png",1,"f3.png","f7.png",28
"749","6",1,"H","T1Trial","Outcome","764.5","right",1,"right","pie23.png",1,"f0.png","f0.png",29
"750","6",1,"H","T1Trial","Outcome","575.6000001","left",1,"left","pie13.png",1,"f3.png","f7.png",30
"751","6",1,"H","T1Trial","Outcome","496.5","right",1,"right","pie13.png",0,"f3.png","f4.png",31
"752","6",1,"H","T1Trial","Outcome","824.8","left",1,"left","pie1.png",1,"f2.png","f5.png",32
"753","6",1,"H","T1Trial","Outcome","598.7","right",1,"right","pie23.png",1,"f0.png","f0.png",33
"754","6",1,"H","T1Trial","Outcome","632.9000001","left",1,"left","pie1.png",1,"f2.png","f5.png",34
"755","6",1,"H","T1Trial","Outcome","1121","left",1,"left","pie23.png",1,"f0.png","f0.png",35
"756","6",1,"H","T1Trial","Outcome","462.6999998","right",1,"right","pie1.png",1,"f2.png","f5.png",36
"757","6",1,"H","T1Trial","Outcome","640.3","left",1,"left","pie23.png",0,"f0.png","f0.png",37
"758","6",1,"H","T1Trial","Outcome","496","right",1,"right","pie13.png",1,"f3.png","f7.png",38
"759","6",1,"H","T1Trial","Outcome","618.3999999","left",1,"left","pie23.png",1,"f0.png","f0.png",39
"760","6",1,"H","T1Trial","Outcome","583.4000001","left",1,"left","pie13.png",0,"f3.png","f4.png",40
"761","6",1,"H","T1Trial","Outcome","536.3","right",1,"right","pie23.png",0,"f0.png","f0.png",41
"762","6",1,"H","T1Trial","Outcome","669","left",1,"left","pie23.png",1,"f0.png","f0.png",42
"763","6",1,"H","T1Trial","Outcome","1080.7","left",1,"left","pie13.png",1,"f3.png","f7.png",43
"764","6",1,"H","T1Trial","Outcome","1128.4","right",1,"right","pie23.png",1,"f0.png","f0.png",44
"765","6",1,"H","T1Trial","Outcome","1064","left",1,"left","pie23.png",1,"f0.png","f0.png",45
"766","6",1,"H","T1Trial","Outcome","935.5999999","left",1,"left","pie1.png",1,"f2.png","f5.png",46
"767","6",1,"H","T1Trial","Outcome","2000.025","",0,"left","pie23.png",1,"f0.png","f0.png",47
"768","6",1,"H","T1Trial","Outcome","449.8000002","right",1,"right","pie1.png",1,"f2.png","f5.png",48
"769","6",1,"H","T1Trial","Outcome","439.3999999","left",1,"left","pie1.png",1,"f2.png","f5.png",49
"770","6",1,"H","T1Trial","Outcome","523.4000001","left",1,"left","pie13.png",0,"f3.png","f4.png",50
"771","6",1,"H","T1Trial","Outcome","508.4000001","left",1,"left","pie23.png",1,"f0.png","f0.png",51
"772","6",1,"H","T1Trial","Outcome","447.8","right",1,"right","pie1.png",1,"f2.png","f5.png",52
"773","6",1,"H","T1Trial","Outcome","660.6000001","right",1,"right","pie1.png",1,"f2.png","f5.png",53
"774","6",1,"H","T1Trial","Outcome","574.2","left",1,"left","pie23.png",1,"f0.png","f0.png",54
"775","6",1,"H","T1Trial","Outcome","789.3999999","right",1,"right","pie13.png",0,"f3.png","f4.png",55
"776","6",1,"H","T1Trial","Outcome","675.7","right",1,"right","pie23.png",0,"f0.png","f0.png",56
"777","6",1,"H","T1Trial","Outcome","526.9000001","right",1,"right","pie13.png",0,"f3.png","f4.png",57
"778","6",1,"H","T1Trial","Outcome","480.1000001","left",1,"left","pie1.png",1,"f2.png","f5.png",58
"779","6",1,"H","T1Trial","Outcome","454","right",1,"right","pie1.png",1,"f2.png","f5.png",59
"780","6",1,"H","T1Trial","Outcome","491.8999999","right",1,"right","pie1.png",1,"f2.png","f5.png",60
"781","6",1,"H","T1Trial","Outcome","545","left",1,"left","pie13.png",0,"f3.png","f4.png",61
"782","6",1,"H","T1Trial","Outcome","588.3","left",1,"left","pie23.png",1,"f0.png","f0.png",62
"783","6",1,"H","T1Trial","Outcome","662.3","left",1,"left","pie23.png",0,"f0.png","f0.png",63
"784","6",1,"H","T1Trial","Outcome","450.3","right",1,"right","pie13.png",1,"f3.png","f7.png",64
"785","6",1,"H","T1Trial","Outcome","1999.794","",0,"right","pie13.png",1,"f3.png","f7.png",65
"786","6",1,"H","T1Trial","Outcome","420.5","right",1,"right","pie1.png",1,"f2.png","f5.png",66
"787","6",1,"H","T1Trial","Outcome","1049.5","right",1,"right","pie13.png",1,"f3.png","f7.png",67
